year,spl_adjusted,spp_adjusted,price_diff,price_diff_adjusted,percent_increase,percent_increase_adjusted,days_between_sales
2011,212000,203500,15000,8500,8,4,91
2011,204368,132000,72800,72368,61,55,111
2011,590208,461807,121133,128401,28,28,43
2011,102953,157909,-46429,-54957,-32,-35,219
2011,135945,135302,5248,643,4,0,229
2011,119780,211200,-79000,-91420,-41,-43,169
2011,232140,208863,29125,23278,15,11,244
2011,265000,374000,-90000,-109000,-26,-29,181
2011,204580,387863,-159603,-183283,-45,-47,324
2011,293620,439782,-122802,-146162,-31,-33,287
2011,111300,120734,-8900,-9434,-8,-8,60
2011,169600,217430,-45123,-47830,-22,-22,57
2011,184975,207302,-21063,-22327,-11,-11,25
2011,169600,11,159990,169589,1599900,1541718,227
2011,371000,371000,0,0,0,0,10
2011,169600,119900,51000,49700,47,41,241
2011,280900,265000,15000,15900,6,6,6
2011,91160,123242,-26038,-32082,-23,-26,110
2011,93280,143000,-42000,-49720,-32,-35,214
2011,58300,147840,-79400,-89540,-59,-61,174
2011,174900,209922,-25838,-35022,-14,-17,135
2011,242952,154110,89100,88842,64,58,297
2011,244860,288860,-31600,-44000,-12,-15,267
2011,84800,111606,-21460,-26806,-21,-24,150
2011,162074,193663,-23157,-31589,-13,-16,169
2011,167944,167944,0,0,0,0,31
2011,53000,173250,-107500,-120250,-68,-69,282
2011,144160,99000,46000,45160,51,46,196
2011,201400,357171,-134701,-155771,-41,-44,269
2011,273692,283064,869,-9372,0,-3,76
2011,199174,256153,-44966,-56979,-19,-22,335
2011,122960,224257,-87870,-101297,-43,-45,168
2011,111300,138303,-20730,-27003,-16,-20,155
2011,208820,276356,-54233,-67536,-22,-24,91
2011,254294,140800,111900,113494,87,81,106
2011,259700,88000,165000,171700,206,195,294
2011,212000,220000,0,-8000,0,-4,299
2011,243800,267300,-13000,-23500,-5,-9,176
2011,109180,48668,58756,60512,133,124,104
2011,153700,111100,44000,42600,44,38,259
2011,94605,156640,-53150,-62035,-37,-40,278
2011,89570,182356,-81278,-92786,-49,-51,287
2011,121900,196100,-70000,-74200,-38,-38,58
2011,196100,218644,-13767,-22544,-7,-10,214
2011,305300,304220,1019,1080,0,0,4
2011,102343,162800,-51450,-60457,-35,-37,350
2011,217300,110000,105000,107300,105,98,327
2011,254294,203500,54900,50794,30,25,197
2011,198220,230788,-22807,-32568,-11,-14,216
2011,254400,169950,85500,84450,55,50,126
2011,249100,291595,-30086,-42495,-11,-15,82
2011,146810,129939,20374,16871,17,13,150
2011,127200,86920,38000,40280,46,46,48
2011,333900,175175,155750,158725,98,91,180
2011,294521,192500,102850,102021,59,53,181
2011,84800,194700,-97000,-109900,-55,-56,301
2011,161279,192160,-22541,-30881,-13,-16,228
2011,71550,55000,17500,16550,35,30,101
2011,182320,137653,46861,44667,37,32,283
2011,147339,235096,-74725,-87757,-35,-37,126
2011,223130,321556,-81824,-98426,-28,-31,221
2011,159000,176895,-10814,-17895,-7,-10,192
2011,371000,228800,142000,142200,68,62,326
2011,101760,214603,-99094,-112843,-51,-53,143
2011,206594,200753,12397,5841,7,3,73
2011,268286,272250,5600,-3964,2,-1,276
2011,249100,180400,71000,68700,43,38,296
2011,229526,229526,0,0,0,0,2
2011,381600,381600,0,0,0,0,16
2011,161120,154305,11723,6815,8,4,151
2011,385840,334400,60000,51440,20,15,141
2011,174794,77990,94000,96804,133,124,302
2011,154760,117700,39000,37060,36,31,347
2011,192920,119900,73000,73020,67,61,238
2011,171868,231370,-48196,-59501,-23,-26,168
2011,232140,246510,-5100,-14370,-2,-6,216
2011,163240,156197,12003,7043,8,5,83
2011,132394,149600,-11100,-17206,-8,-12,317
2011,699600,355300,337000,344300,104,97,224
2011,116600,132000,-10000,-15400,-8,-12,94
2011,143206,217250,-62400,-74044,-32,-34,282
2011,124497,171434,-38399,-46937,-25,-27,77
2011,223660,298484,-60349,-74824,-22,-25,195
2011,185394,104500,79900,80894,84,77,101
2011,358174,47666,294567,310508,680,651,289
2011,246371,269678,-21988,-23307,-9,-9,21
2011,323512,258533,70170,64979,30,25,72
2011,185500,99000,85000,86500,94,87,152
2011,339200,15900,305000,323300,2033,2033,14
2011,113420,127200,-13000,-13780,-11,-11,49
2011,186767,217194,-21254,-30427,-11,-14,68
2011,222600,157411,66899,65189,47,41,251
2011,261290,271150,0,-9860,0,-4,246
2011,142040,165000,-16000,-22960,-11,-14,139
2011,320261,355487,-21037,-35226,-7,-10,83
2011,143100,89100,54000,54000,67,61,193
2011,154760,78100,75000,76660,106,98,148
2011,275600,127600,144000,148000,124,116,96
2011,109180,147664,-31240,-38484,-23,-26,67
2011,305280,346594,-27085,-41314,-9,-12,140
2011,139920,121000,22000,18920,20,16,81
2011,359234,253000,108900,106234,47,42,308
2011,180200,180400,6000,-200,4,0,259
2011,265000,326700,-47000,-61700,-16,-19,269
2011,462160,148500,301000,313660,223,211,248
2011,148654,248040,-93760,-99386,-40,-40,18
2011,106000,110000,0,-4000,0,-4,101
2011,162942,140910,25619,22032,20,16,70
2011,398560,137500,251000,261060,201,190,349
2011,38372,62370,-20500,-23998,-36,-38,274
2011,79500,58300,20000,21200,36,36,14
2011,223660,138600,85000,85060,67,61,168
2011,156880,123750,35500,33130,32,27,223
2011,140450,132421,12117,8029,10,6,134
2011,241680,302500,-47000,-60820,-17,-20,148
2011,897820,973500,-38000,-75680,-4,-8,76
2011,109180,194659,-73963,-85479,-42,-44,142
2011,127200,170579,-35072,-43379,-23,-25,199
2011,146810,210100,-52500,-63290,-27,-30,143
2011,153700,187000,-25000,-33300,-15,-18,191
2011,106000,35200,68000,70800,213,201,56
2011,209778,224582,-13966,-14804,-7,-7,22
2011,90100,172588,-77819,-82488,-48,-48,35
2011,90100,143000,-45000,-52900,-35,-37,245
2011,156880,194215,-28559,-37335,-16,-19,148
2011,90100,110425,-15386,-20325,-15,-18,71
2011,109180,272250,-144500,-163070,-58,-60,126
2011,84694,84694,0,0,0,0,1
2011,84694,137565,-45159,-52871,-36,-38,139
2011,176914,145752,34398,31162,26,21,232
2011,164300,127204,39360,37096,34,29,224
2011,153700,225550,-60045,-71850,-29,-32,269
2011,278780,356400,-61000,-77620,-19,-22,72
2011,145220,238590,-79900,-93370,-37,-39,238
2011,341320,165000,172000,176320,115,107,267
2011,175960,108900,67000,67060,68,62,130
2011,72345,161371,-78451,-89026,-53,-55,242
2011,95294,225500,-115100,-130206,-56,-58,204
2011,355100,206745,147050,148355,78,72,123
2011,116600,207460,-78600,-90860,-42,-44,114
2011,94340,249831,-138119,-155491,-61,-62,273
2011,137800,265220,-111109,-127420,-46,-48,176
2011,167000,69563,91922,97437,140,140,3
2011,365594,120890,235000,244704,214,202,244
2011,166420,232205,-54095,-65785,-26,-28,50
2011,487600,539000,-30000,-51400,-6,-10,261
2011,169600,174497,1366,-4897,1,-3,139
2011,101760,101760,0,0,0,0,2
2011,116706,181500,-54900,-64794,-33,-36,96
2011,144054,82500,60900,61554,81,75,232
2011,239666,180327,62166,59339,38,33,190
2011,100170,292108,-171053,-191938,-64,-66,245
2011,186560,195800,-2000,-9240,-1,-5,169
2011,140980,165000,-17000,-24020,-11,-15,137
2011,74200,68200,8000,6000,13,9,99
2011,115275,185672,-60043,-70397,-36,-38,238
2011,116600,108526,11340,8074,11,7,123
2011,275494,480082,-176538,-204588,-40,-43,351
2011,186560,266323,-66112,-79763,-27,-30,239
2011,231610,217800,20500,13810,10,6,258
2011,101760,197975,-83977,-96215,-47,-49,146
2011,110505,117574,-2635,-7069,-2,-6,84
2011,307400,356542,-34129,-49142,-11,-14,159
2011,191860,245015,-41741,-53155,-19,-22,130
2011,105735,200958,-82939,-95223,-45,-47,223
2011,178080,258239,-66763,-80159,-28,-31,90
2011,94605,191104,-84481,-96499,-49,-51,311
2011,331462,371250,-24800,-39788,-7,-11,133
2011,381600,494377,-89434,-112777,-20,-23,133
2011,64554,204564,-125067,-140010,-67,-68,215
2011,11,100777,-95063,-100767,-100,-100,4
2011,127200,169179,-33799,-41979,-22,-25,338
2011,221540,264135,-31123,-42595,-13,-16,147
2011,11,309249,-281125,-309238,-100,-100,351
2011,156911,197045,-31103,-40134,-17,-20,282
2011,180465,132000,50250,48465,42,37,217
2011,137800,117686,23013,20114,22,17,169
2011,698540,564370,145936,134170,28,24,51
2011,378420,445500,-48000,-67080,-12,-15,164
2011,183202,210272,-25538,-27070,-13,-13,1
2011,11,143906,-130814,-143896,-100,-100,350
2011,240196,88000,146600,152196,183,173,86
2011,143100,154000,-5000,-10900,-4,-7,170
2011,270300,242000,35000,28300,16,12,191
2011,270830,99000,165500,171830,184,174,209
2011,144589,205981,-50850,-61391,-27,-30,144
2011,233200,115088,115375,118113,110,103,133
2011,210940,218900,0,-7960,0,-4,47
2011,71676,124689,-45735,-53013,-40,-43,196
2011,106000,170958,-55416,-64958,-36,-38,102
2011,404788,204600,195875,200188,105,98,91
2011,422940,464200,-23000,-41260,-5,-9,291
2011,248040,257400,0,-9360,0,-4,230
2011,127200,130900,1000,-3700,1,-3,137
2011,243800,271150,-16500,-27350,-7,-10,291
2011,190435,197622,0,-7186,0,-4,265
2011,159000,225500,-55000,-66500,-27,-29,206
2011,118720,187000,-58000,-68280,-34,-37,234
2011,80560,143100,-59000,-62540,-44,-44,19
2011,222600,1,209999,222599,20999900,20236264,208
2011,406060,421383,0,-15323,0,-4,38
2011,185500,243100,-46000,-57600,-21,-24,119
2011,183380,214110,-21645,-30730,-11,-14,212
2011,149810,173113,-16045,-23303,-10,-13,65
2011,132500,137500,0,-5000,0,-4,365
2011,179140,196847,-9952,-17707,-6,-9,168
2011,124631,164835,-32274,-40204,-22,-24,121
2011,165254,188100,-15100,-22846,-9,-12,121
2011,274540,253000,29000,21540,13,9,108
2011,259700,281113,-10557,-21413,-4,-8,35
2011,222600,297000,-60000,-74400,-22,-25,358
2011,164756,167571,3093,-2815,2,-2,105
2011,133560,234582,-87256,-101022,-41,-43,230
2011,208008,240481,-22385,-32473,-10,-14,98
2011,476724,247500,224740,229224,100,93,300
2011,185500,287658,-86507,-102158,-33,-36,187
2011,260696,243990,24131,16707,11,7,187
2011,186560,197160,-10000,-10600,-5,-5,14
2011,253340,320724,-52567,-67384,-18,-21,202
2011,96460,231539,-119490,-135079,-57,-58,74
2011,72345,189616,-104128,-117271,-60,-62,221
2011,121900,199100,-66000,-77200,-36,-39,102
2011,213060,279170,-52791,-66110,-21,-24,189
2011,71232,105537,-28743,-34305,-30,-33,256
2011,111300,165000,-45000,-53700,-30,-33,55
2011,59148,82402,-19111,-23254,-26,-28,167
2011,96460,157676,-52342,-61216,-37,-39,137
2011,278772,11,262982,278761,2629820,2629820,20
2011,161120,167200,0,-6080,0,-4,33
2011,169494,193886,-16360,-24392,-9,-13,96
2011,114480,163350,-40500,-48870,-27,-30,258
2011,203520,155650,50500,47870,36,31,301
2011,68900,127435,-50850,-58535,-44,-46,108
2011,135526,220000,-72145,-84474,-36,-38,130
2011,82680,154275,-62250,-71595,-44,-46,84
2011,208290,60500,141500,147790,257,244,332
2011,58565,101604,-37117,-43039,-40,-42,35
2011,178080,296011,-101101,-117931,-38,-40,190
2011,77380,108271,-25428,-30891,-26,-29,207
2011,133560,147675,-8250,-14115,-6,-10,218
2011,93280,132000,-32000,-38720,-27,-29,71
2011,317894,324500,4900,-6606,2,-2,238
2011,127200,135421,-3110,-8221,-3,-6,134
2011,98686,138600,-32900,-39914,-26,-29,233
2011,258640,253871,4499,4769,2,2,9
2011,169600,275000,-90000,-105400,-36,-38,363
2011,153700,122006,29900,31694,26,26,10
2011,139125,217923,-66862,-78798,-34,-36,320
2011,309520,182710,125900,126810,76,69,279
2011,155025,264155,-93891,-109130,-39,-41,288
2011,322134,93500,218900,228634,258,245,224
2011,132394,11,124890,132383,1248900,1203482,97
2011,106000,177366,-61242,-71366,-38,-40,145
2011,132500,11,124990,132489,1249900,1204445,28
2011,137800,149600,-6000,-11800,-4,-8,78
2011,185500,197120,-4200,-11620,-2,-6,174
2011,420290,496972,-55293,-76682,-12,-15,88
2011,175960,238417,-50743,-62457,-23,-26,126
2011,132394,154550,-15600,-22156,-11,-14,260
2011,259700,261800,7000,-2100,3,-1,88
2011,210940,217377,1385,-6437,1,-3,130
2011,192920,187000,12000,5920,7,3,81
2011,371000,371000,0,0,0,0,1
2011,114480,162800,-40000,-48320,-27,-30,276
2011,206700,287407,-66279,-80707,-25,-28,143
2011,49290,47170,2000,2120,4,4,1
2011,187621,233706,-35459,-46085,-17,-20,65
2011,95400,170500,-65000,-75100,-42,-44,168
2011,715500,764500,-20000,-49000,-3,-6,88
2011,128666,184113,-45992,-55447,-27,-30,133
2011,147340,1,138999,147339,13899900,13394445,69
2011,439900,587400,-119000,-147500,-22,-25,317
2011,795000,412500,375000,382500,100,93,195
2011,207760,171051,40499,36709,26,21,90
2011,152667,247606,-81071,-94939,-36,-38,157
2011,251075,285813,-22967,-34738,-9,-12,50
2011,212530,340359,-108917,-127829,-35,-38,68
2011,270230,307498,-24610,-37268,-9,-12,27
2011,171720,252450,-67500,-80730,-29,-32,69
2011,316623,362153,-30529,-45530,-9,-13,132
2011,197160,204600,0,-7440,0,-4,61
2011,153700,194330,-31664,-40630,-18,-21,232
2011,318000,392443,-56766,-74443,-16,-19,274
2011,86920,96105,-5368,-9185,-6,-10,138
2011,194934,222750,-18600,-27816,-9,-12,122
2011,231080,138600,92000,92480,73,67,235
2011,258534,300960,-29700,-42426,-11,-14,239
2011,126140,100700,24000,25440,25,25,5
2011,161650,163350,4000,-1700,3,-1,152
2011,359340,247776,113749,111564,51,45,217
2011,226840,270356,-31778,-43516,-13,-16,132
2011,207760,271150,-50500,-63390,-20,-23,136
2011,153594,163910,-4109,-10316,-3,-6,216
2011,161120,242550,-68500,-81430,-31,-34,241
2011,265530,82500,175500,183030,234,222,114
2011,272420,283800,-1000,-11380,0,-4,120
2011,74200,90750,-12500,-16550,-15,-18,155
2011,159000,176000,-10000,-17000,-6,-10,155
2011,151580,186905,-26914,-35325,-16,-19,53
2011,204580,214500,-2000,-9920,-1,-5,197
2011,296074,328155,-19008,-32081,-6,-10,66
2011,243800,269500,-15000,-25700,-6,-10,46
2011,180200,232440,-41309,-52240,-20,-22,107
2011,100700,150961,-42237,-50261,-31,-33,140
2011,143047,69300,71950,73747,114,106,65
2011,95294,148500,-45100,-53206,-33,-36,164
2011,68900,96430,-22664,-27530,-26,-29,38
2011,147340,152900,0,-5560,0,-4,31
2011,201400,175166,30758,26234,19,15,134
2011,204580,233842,-19584,-29262,-9,-13,174
2011,197903,238269,-29907,-40366,-14,-17,20
2011,193450,286000,-77500,-92550,-30,-32,118
2011,89040,157187,-58897,-68147,-41,-43,329
2011,118720,203656,-73142,-84936,-40,-42,155
2011,172674,283664,-94976,-110990,-37,-39,188
2011,74200,75197,1639,-997,2,-1,47
2011,108120,124334,-11031,-16214,-10,-13,29
2011,338140,368030,-15573,-29890,-5,-8,225
2011,79500,59401,20999,20099,39,34,7
2011,255248,253110,10700,2138,5,1,25
2011,429300,60753,349770,368547,633,607,132
2011,548020,740840,-156491,-192820,-23,-26,244
2011,195040,140800,56000,54240,44,39,19
2011,111525,123822,-7353,-12297,-7,-10,137
2010,298760,350378,-46925,-51618,-15,-15,126
2010,102850,159500,-51500,-56650,-36,-36,220
2010,187000,187000,0,0,0,0,113
2010,128700,132000,-3000,-3300,-3,-3,65
2010,192500,255200,-57000,-62700,-25,-25,70
2010,220000,236500,-15000,-16500,-7,-7,52
2010,97973,111645,-12429,-13672,-12,-12,260
2010,231000,212850,16500,18150,9,9,117
2010,200200,102850,88500,97350,95,95,99
2010,179300,220116,-37105,-40816,-19,-19,334
2010,41250,44000,-2500,-2750,-6,-6,2
2010,379500,209000,155000,170500,82,82,251
2010,172462,216207,-39768,-43745,-20,-20,141
2010,133650,151668,-16380,-18018,-12,-12,40
2010,262900,405554,-129685,-142654,-35,-35,156
2010,285423,264000,19475,21423,8,8,170
2010,326700,324500,2000,2200,1,1,327
2010,93500,155400,-56273,-61900,-40,-40,337
2010,176000,206963,-28148,-30963,-15,-15,328
2010,162250,97900,58500,64350,66,66,328
2010,112200,156750,-40500,-44550,-28,-28,83
2010,72600,166157,-85052,-93557,-56,-56,85
2010,164395,248212,-76197,-83817,-34,-34,200
2010,336763,234300,93148,102463,44,44,40
2010,133100,93500,36000,39600,42,42,245
2010,154000,176000,-20000,-22000,-13,-13,144
2010,173250,231195,-52677,-57945,-25,-25,122
2010,130281,114124,14688,16157,14,14,110
2010,198000,194940,2782,3060,2,2,209
2010,583000,441101,128999,141899,32,32,228
2010,203500,126500,70000,77000,61,61,232
2010,178200,174638,3238,3562,2,2,195
2010,213400,263707,-45734,-50307,-19,-19,286
2010,165000,66000,90000,99000,150,150,224
2010,126500,123939,2328,2561,2,2,104
2010,187977,194700,-6112,-6723,-3,-3,86
2010,11,207202,-188355,-207191,-100,-100,225
2010,161700,150933,9788,10767,7,7,70
2010,636900,214902,383635,421999,196,196,315
2010,286000,74250,192500,211750,285,285,217
2010,225940,283471,-52301,-57531,-20,-20,160
2010,814000,401500,375000,412500,103,103,244
2010,216002,161575,49479,54427,34,34,151
2010,74800,101309,-24099,-26509,-26,-26,51
2010,186890,173528,12147,13362,8,8,105
2010,449708,450107,-363,-399,0,0,106
2010,243100,176000,61000,67100,38,38,249
2010,79200,79200,0,0,0,0,1
2010,352000,489345,-124859,-137345,-28,-28,154
2010,330000,425580,-86891,-95580,-22,-22,145
2010,132550,98890,30600,33660,34,34,208
2010,263890,295841,-29046,-31951,-11,-11,74
2010,173800,190443,-15130,-16643,-9,-9,143
2010,181500,126500,50000,55000,43,43,161
2010,86625,209897,-112065,-123272,-59,-59,298
2010,190850,115500,68500,75350,65,65,288
2010,456500,455840,600,660,0,0,178
2010,370700,198000,157000,172700,87,87,1
2010,151800,189830,-34573,-38030,-20,-20,144
2010,395890,247500,134900,148390,60,60,154
2010,60500,114240,-47000,-53740,-46,-47,358
2010,1270500,1386000,-105000,-115500,-8,-8,161
2010,242000,126500,105000,115500,91,91,328
2010,84700,155691,-64537,-70991,-46,-46,232
2010,192500,515752,-293865,-323252,-63,-63,147
2010,110000,141185,-28350,-31185,-22,-22,70
2010,165000,269337,-94852,-104337,-39,-39,161
2010,144375,255679,-101185,-111304,-44,-44,161
2010,142890,214500,-65100,-71610,-33,-33,237
2010,189200,149490,36100,39710,27,27,210
2010,88000,175789,-79808,-87789,-50,-50,160
2010,108900,116332,-6756,-7432,-6,-6,98
2010,252685,281771,-26441,-29085,-10,-10,146
2010,209000,233240,-18250,-24240,-9,-10,365
2010,117150,150535,-30350,-33385,-22,-22,97
2010,143000,1,129999,142999,12999900,12999900,85
2010,302500,212960,81400,89540,42,42,160
2010,143000,263047,-109134,-120047,-46,-46,326
2010,127490,130921,-3119,-3431,-3,-3,35
2010,154712,166099,-10352,-11387,-7,-7,50
2010,176000,238696,-56996,-62696,-26,-26,75
2010,121000,121000,0,0,0,0,16
2010,200753,200753,0,0,0,0,168
2010,165000,137500,25000,27500,20,20,230
2010,137500,123855,12405,13646,11,11,117
2010,152350,261451,-99183,-109101,-42,-42,182
2010,204211,11,185636,204200,1856360,1856360,91
2010,542300,187000,323000,355300,190,190,211
2010,226600,205209,19446,21391,10,10,179
2010,280500,189339,82874,91161,48,48,130
2010,93390,189849,-87690,-96459,-51,-51,141
2010,178200,231666,-48605,-53466,-23,-23,63
2010,640475,594000,42250,46475,8,8,80
2010,149600,317950,-153045,-168350,-53,-53,276
2010,99000,308119,-190108,-209119,-68,-68,199
2010,165000,206664,-37876,-41664,-20,-20,56
2010,101310,169143,-61666,-67833,-40,-40,184
2010,147400,224333,-69939,-76933,-34,-34,203
2010,104500,198816,-82514,-94316,-46,-47,347
2010,148500,219365,-64423,-70865,-32,-32,87
2010,1045000,2394402,-1226729,-1349402,-56,-56,242
2010,368500,442564,-67331,-74064,-17,-17,302
2010,371800,82500,263000,289300,351,351,186
2010,405900,151659,231128,254241,168,168,212
2010,150073,119900,27430,30173,25,25,168
2010,212300,60500,138000,151800,251,251,267
2010,11,272597,-247805,-272586,-100,-100,286
2010,203390,287298,-76280,-83908,-29,-29,191
2010,162250,161040,1100,1210,1,1,149
2010,137503,195283,-52527,-57780,-30,-30,129
2010,139150,212410,-66600,-73260,-34,-34,198
2010,121000,82500,35000,38500,47,47,75
2010,935000,1019200,-60000,-84200,-7,-8,356
2010,198000,109551,80408,88449,81,81,138
2010,343200,407000,-58000,-63800,-16,-16,187
2010,220630,11,200563,220619,2005630,2005630,41
2010,229350,60500,153500,168850,279,279,231
2010,164786,11,149795,164775,1497950,1497950,76
2010,178200,132000,42000,46200,35,35,5
2010,80850,137885,-51850,-57035,-41,-41,90
2010,97350,75945,19459,21405,28,28,61
2010,203500,55000,135000,148500,270,270,332
2010,179300,184815,-5014,-5515,-3,-3,131
2010,147400,150835,-3123,-3435,-2,-2,138
2010,207900,138600,63000,69300,50,50,152
2010,203500,215600,-11000,-12100,-6,-6,201
2010,440000,604149,-149226,-164149,-27,-27,194
2010,250250,341000,-82500,-90750,-27,-27,105
2010,229900,379500,-136000,-149600,-39,-39,249
2010,274890,204160,64300,70730,35,35,144
2010,159500,178200,-17000,-18700,-10,-10,194
2010,128975,129709,-667,-734,-1,-1,129
2010,116875,78100,35250,38775,50,50,100
2010,416900,256296,146004,160604,63,63,269
2010,153890,110000,39900,43890,40,40,263
2010,321200,319000,2000,2200,1,1,23
2010,390500,112000,255000,278500,255,249,346
2010,114400,146688,-29353,-32288,-22,-22,128
2010,110000,142942,-29947,-32942,-23,-23,104
2010,93500,163900,-64000,-70400,-43,-43,325
2010,116600,143000,-24000,-26400,-18,-18,76
2010,135210,202588,-61253,-67378,-33,-33,184
2010,132000,165550,-30500,-33550,-20,-20,310
2010,286000,159500,115000,126500,79,79,188
2010,473000,247500,205000,225500,91,91,213
2010,286000,333981,-43619,-47981,-14,-14,107
2010,196790,238763,-38157,-41973,-18,-18,183
2010,160200,196169,-32699,-35969,-18,-18,125
2010,494999,275000,199999,219999,80,80,76
2010,158400,136210,20173,22190,16,16,110
